timestamp,query_type,api_type,repository_owner,repository_name,response_time_ms,response_size_bytes,success,error
2025-11-25T17:18:40.945095,complex,rest,microsoft,vscode,804.4116999953985,64438,True,
2025-11-25T17:18:41.850991,complex,rest,microsoft,vscode,699.0189999924041,64438,True,
2025-11-25T17:18:42.651072,complex,rest,microsoft,vscode,719.5886999834329,64437,True,
2025-11-25T17:18:43.471988,complex,rest,microsoft,vscode,781.1057000071742,64438,True,
2025-11-25T17:18:44.354578,complex,rest,microsoft,vscode,892.200700007379,64438,True,
2025-11-25T17:18:45.348307,complex,rest,microsoft,vscode,866.1413999507204,64438,True,
2025-11-25T17:18:46.315987,complex,rest,microsoft,vscode,849.2830999894068,64438,True,
2025-11-25T17:18:47.266377,complex,rest,microsoft,vscode,723.3274999889545,64438,True,
2025-11-25T17:18:48.091283,complex,rest,microsoft,vscode,815.5023999861442,64438,True,
2025-11-25T17:18:49.008641,complex,rest,microsoft,vscode,796.0655000060797,64438,True,
2025-11-25T17:18:49.906017,complex,rest,microsoft,vscode,779.8668000032194,64438,True,
2025-11-25T17:18:50.787365,complex,rest,microsoft,vscode,723.1917000026442,64438,True,
2025-11-25T17:18:51.612117,complex,rest,microsoft,vscode,896.2218000087887,64438,True,
2025-11-25T17:18:52.609754,complex,rest,microsoft,vscode,771.2544000241905,64438,True,
2025-11-25T17:18:53.482398,complex,rest,microsoft,vscode,709.3062000349164,64438,True,
2025-11-25T17:18:54.293201,complex,rest,microsoft,vscode,907.6465000398457,64438,True,
2025-11-25T17:18:55.302468,complex,rest,microsoft,vscode,781.9648000295274,64437,True,
2025-11-25T17:18:56.186048,complex,rest,microsoft,vscode,909.47909996612,64438,True,
2025-11-25T17:18:57.196596,complex,rest,microsoft,vscode,838.6341999867,64438,True,
2025-11-25T17:18:58.136891,complex,rest,microsoft,vscode,816.6722999885678,64438,True,
2025-11-25T17:18:59.055142,multiple,rest,microsoft,vscode,2080.573899904266,24000,True,
2025-11-25T17:19:01.238338,multiple,rest,microsoft,vscode,2006.3760999473743,24001,True,
2025-11-25T17:19:03.347191,multiple,rest,microsoft,vscode,1808.2501000608318,24001,True,
2025-11-25T17:19:05.257786,multiple,rest,microsoft,vscode,5676.195700012613,24000,True,
2025-11-25T17:19:11.046744,multiple,rest,microsoft,vscode,1898.1449999846518,24001,True,
2025-11-25T17:19:13.047241,multiple,rest,microsoft,vscode,1944.6375999832526,24000,True,
2025-11-25T17:19:15.094732,multiple,rest,microsoft,vscode,1944.433199998457,24001,True,
2025-11-25T17:19:17.141175,multiple,rest,microsoft,vscode,1827.092399878893,24000,True,
2025-11-25T17:19:19.070622,multiple,rest,microsoft,vscode,1775.2574000041932,24001,True,
2025-11-25T17:19:20.948204,multiple,rest,microsoft,vscode,1933.4541000425816,24001,True,
2025-11-25T17:19:22.984233,multiple,rest,microsoft,vscode,1858.48709999118,24000,True,
2025-11-25T17:19:24.944778,multiple,rest,microsoft,vscode,1811.8684000219218,24001,True,
